,transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,date_diff,red_flag
2526,TXN_3365018,Juice,5.0,3.0,15.0,Cash,Takeaway,2023-02-06,-65.0,1
8917,TXN_3368231,Tea,3.0,1.5,4.5,Unknown,Unknown,2023-08-11,186.0,0
4154,TXN_3369191,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-02-07,-185.0,1
2838,TXN_3369789,Sandwich,5.0,4.0,20.0,Unknown,Unknown,2023-04-15,67.0,0
6126,TXN_3371429,Salad,2.0,5.0,10.0,Credit Card,Unknown,2023-11-01,200.0,0
5129,TXN_3373078,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-12-01,30.0,0
7426,TXN_3373997,Salad,4.0,5.0,20.0,Unknown,Unknown,2023-02-01,-303.0,1
6430,TXN_3374262,Tea,2.0,1.5,3.0,Unknown,In-store,2023-04-14,72.0,0
8665,TXN_3374343,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-09-02,141.0,0
2994,TXN_3375399,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-05-21,-104.0,1
7837,TXN_3376952,Tea,2.0,1.5,3.0,Unknown,Takeaway,2023-10-23,155.0,0
2950,TXN_3376958,Salad,4.0,5.0,20.0,Unknown,In-store,2023-10-31,8.0,0
8872,TXN_3377626,Cookie,5.0,1.0,5.0,Cash,In-store,2023-07-23,-100.0,1
2181,TXN_3377885,Sandwich,3.0,4.0,12.0,Cash,Unknown,2023-05-08,-76.0,1
4281,TXN_3379182,Juice,4.0,3.0,12.0,Cash,Unknown,2023-06-03,26.0,0
2943,TXN_3379368,Cake,5.0,3.0,15.0,Credit Card,Unknown,2023-05-26,-8.0,1
1018,TXN_3380698,Coffee,3.0,2.0,6.0,Credit Card,Takeaway,2023-12-15,203.0,0
553,TXN_3381656,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-10-26,-50.0,1
658,TXN_3383926,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-07-08,-110.0,1
4550,TXN_3384640,Salad,4.0,5.0,20.0,Unknown,Takeaway,2023-10-17,101.0,0
2473,TXN_3385167,Tea,3.0,1.5,4.5,Cash,In-store,2023-04-26,-174.0,1
6591,TXN_3386311,Juice,1.0,3.0,3.0,Cash,In-store,2023-11-30,218.0,0
2311,TXN_3388054,Coffee,5.0,2.0,10.0,Cash,Unknown,2023-11-13,-17.0,1
9004,TXN_3388908,Cookie,4.0,1.0,4.0,Unknown,Takeaway,2023-11-22,9.0,0
3573,TXN_3389521,Salad,5.0,5.0,25.0,Digital Wallet,Unknown,2023-02-10,-285.0,1
2378,TXN_3390072,Tea,1.0,1.5,1.5,Credit Card,Unknown,2023-05-03,82.0,0
393,TXN_3390285,Tea,2.0,1.5,3.0,Unknown,Takeaway,2023-02-06,-86.0,1
9684,TXN_3390610,Sandwich,2.0,4.0,8.0,Unknown,Unknown,2023-02-01,-5.0,1
3410,TXN_3390882,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-07-03,152.0,0
3738,TXN_3391446,Tea,1.0,1.5,1.5,Unknown,Takeaway,2023-01-14,-170.0,1
1130,TXN_3392848,Cake,2.0,3.0,6.0,Cash,In-store,2023-04-03,79.0,0
9827,TXN_3392953,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-01-06,-87.0,1
795,TXN_3394710,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-10-22,289.0,0
4829,TXN_3394874,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-06-18,-126.0,1
3843,TXN_3396099,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-04-06,-73.0,1
8802,TXN_3397034,Cake,4.0,3.0,12.0,Unknown,Unknown,2023-04-11,5.0,0
655,TXN_3397609,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-07-22,102.0,0
3291,TXN_3397978,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-08-01,10.0,0
110,TXN_3398520,Sandwich,1.0,4.0,4.0,Unknown,In-store,2023-02-03,-179.0,1
6545,TXN_3398611,Sandwich,5.0,4.0,20.0,Cash,Unknown,2023-10-01,240.0,0
9268,TXN_3398955,Cookie,3.0,1.0,3.0,Cash,Unknown,2023-10-19,18.0,0
8556,TXN_3399636,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-08-07,-73.0,1
7534,TXN_3399674,Smoothie,5.0,4.0,20.0,Digital Wallet,Unknown,2023-12-09,124.0,0
5250,TXN_3401287,Sandwich,3.0,4.0,12.0,Cash,Unknown,2023-02-12,-300.0,1
7057,TXN_3402368,Tea,2.0,1.5,3.0,Unknown,In-store,2023-02-01,-11.0,1
549,TXN_3403173,Salad,1.0,5.0,5.0,Unknown,Unknown,2023-06-24,143.0,0
6436,TXN_3403409,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-02-22,-122.0,1
1629,TXN_3404479,Sandwich,4.0,4.0,16.0,Credit Card,Unknown,2023-08-23,182.0,0
129,TXN_3407169,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-03-11,-165.0,1
8689,TXN_3410147,Juice,1.0,3.0,3.0,Unknown,Unknown,2023-09-30,203.0,0
1139,TXN_3410971,Smoothie,1.0,4.0,4.0,Unknown,Takeaway,2023-01-02,-271.0,1
2909,TXN_3411281,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-09-29,270.0,0
4318,TXN_3412484,Cake,4.0,3.0,12.0,Unknown,Takeaway,2023-09-06,-23.0,1
1136,TXN_3412490,Cake,2.0,3.0,6.0,Cash,In-store,2023-09-06,,0
6948,TXN_3413156,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-10-16,,0
2126,TXN_3413185,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-03-03,-227.0,1
471,TXN_3414935,Coffee,4.0,2.0,8.0,Unknown,In-store,2023-08-03,153.0,0
5972,TXN_3416466,Juice,2.0,3.0,6.0,Digital Wallet,Unknown,2023-09-13,41.0,0
9193,TXN_3418612,Tea,3.0,1.5,4.5,Digital Wallet,Unknown,2023-01-31,-225.0,1
3556,TXN_3419352,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-10-22,264.0,0
8418,TXN_3420316,Sandwich,3.0,4.0,12.0,Unknown,Takeaway,2023-10-31,9.0,0
6448,TXN_3420633,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-04-11,-203.0,1
9453,TXN_3421079,Smoothie,1.0,4.0,4.0,Credit Card,In-store,2023-12-18,251.0,0
6264,TXN_3421404,Sandwich,4.0,4.0,16.0,Credit Card,Unknown,2023-05-05,-227.0,1
3081,TXN_3421456,Cake,1.0,3.0,3.0,Unknown,Unknown,2023-09-05,123.0,0
9623,TXN_3422336,Tea,5.0,1.5,7.5,Unknown,Takeaway,2023-08-02,-34.0,1
3702,TXN_3422759,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-02-19,-164.0,1
7373,TXN_3422774,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-07-09,140.0,0
3103,TXN_3423451,Salad,4.0,5.0,20.0,Cash,Unknown,2023-10-11,94.0,0
148,TXN_3424331,Cake,4.0,3.0,12.0,Unknown,Unknown,2023-01-18,-266.0,1
2286,TXN_3425783,Juice,2.0,3.0,6.0,Unknown,Unknown,2023-06-15,148.0,0
8938,TXN_3426338,Salad,1.0,5.0,5.0,Cash,In-store,2023-07-31,46.0,0
1009,TXN_3426892,Salad,4.0,5.0,20.0,Credit Card,Unknown,2023-05-23,-69.0,1
4775,TXN_3427754,Smoothie,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-08-06,75.0,0
1338,TXN_3427950,Smoothie,5.0,4.0,20.0,Unknown,In-store,2023-02-23,-164.0,1
2673,TXN_3429942,Smoothie,3.0,4.0,12.0,Digital Wallet,In-store,2023-04-24,60.0,0
7122,TXN_3430805,Juice,4.0,3.0,12.0,Credit Card,Unknown,2023-11-12,202.0,0
2891,TXN_3430842,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-08-02,-102.0,1
4650,TXN_3431526,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-12-27,147.0,0
6449,TXN_3431892,Cake,2.0,3.0,6.0,Unknown,In-store,2023-07-18,-162.0,1
3999,TXN_3432433,Cookie,5.0,1.0,5.0,Cash,In-store,2023-02-19,-149.0,1
2230,TXN_3432879,Cake,5.0,3.0,15.0,Credit Card,Unknown,2023-02-05,-14.0,1
5723,TXN_3434549,Sandwich,5.0,4.0,20.0,Credit Card,Takeaway,2023-05-25,109.0,0
3318,TXN_3435509,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-08-19,86.0,0
6136,TXN_3435561,Juice,2.0,3.0,6.0,Unknown,Takeaway,2023-08-19,,0
9807,TXN_3436344,Smoothie,2.0,4.0,8.0,Unknown,Unknown,2023-02-28,,0
5511,TXN_3436462,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-06-29,121.0,0
8254,TXN_3437948,Smoothie,2.0,4.0,8.0,Cash,Unknown,2023-11-02,126.0,0
7979,TXN_3439155,Salad,3.0,5.0,15.0,Unknown,Takeaway,2023-07-30,-95.0,1
960,TXN_3439712,Juice,4.0,3.0,12.0,Unknown,In-store,2023-04-04,-117.0,1
8339,TXN_3440463,Cake,1.0,3.0,3.0,Credit Card,Takeaway,2023-04-04,0.0,0
7697,TXN_3440487,Coffee,5.0,2.0,10.0,Cash,Unknown,2023-10-22,201.0,0
7921,TXN_3441457,Salad,2.0,5.0,10.0,Digital Wallet,Unknown,2023-10-20,-2.0,1
3688,TXN_3442244,Cake,4.0,3.0,12.0,Unknown,Takeaway,2023-05-13,-160.0,1
5928,TXN_3442435,Sandwich,2.0,4.0,8.0,Digital Wallet,In-store,2023-04-01,-42.0,1
1715,TXN_3443235,Sandwich,5.0,4.0,20.0,Unknown,Unknown,2023-10-11,193.0,0
1305,TXN_3444519,Cookie,4.0,1.0,4.0,Unknown,Takeaway,2023-03-10,-215.0,1
6171,TXN_3444569,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-10-07,211.0,0
2320,TXN_3446033,Cookie,3.0,1.0,3.0,Credit Card,Unknown,2023-02-15,-234.0,1
4381,TXN_3446174,Cake,5.0,3.0,15.0,Cash,Unknown,2023-10-31,258.0,0
7981,TXN_3446643,Smoothie,1.0,4.0,4.0,Unknown,Unknown,2023-06-01,-152.0,1
6665,TXN_3447069,Juice,2.0,3.0,6.0,Credit Card,Unknown,2023-03-11,-82.0,1
6846,TXN_3447575,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-01-17,-53.0,1
6965,TXN_3447594,Salad,1.0,5.0,5.0,Digital Wallet,In-store,2023-02-24,38.0,0
1668,TXN_3450160,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-10-23,241.0,0
9857,TXN_3450880,Tea,3.0,1.5,4.5,Unknown,In-store,2023-05-29,-147.0,1
5735,TXN_3451212,Cake,3.0,3.0,9.0,Unknown,Unknown,2023-01-29,-120.0,1
9638,TXN_3454877,Sandwich,5.0,4.0,20.0,Credit Card,Unknown,2023-04-19,80.0,0
7708,TXN_3454881,Salad,1.0,5.0,5.0,Cash,In-store,2023-11-29,224.0,0
9517,TXN_3455103,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-04-22,-221.0,1
3408,TXN_3455415,Cookie,2.0,1.0,2.0,Credit Card,Unknown,2023-03-31,-22.0,1
1503,TXN_3455702,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-03-23,-8.0,1
6820,TXN_3456057,Sandwich,1.0,4.0,4.0,Unknown,Takeaway,2023-03-23,,0
9870,TXN_3456242,Sandwich,5.0,4.0,20.0,Credit Card,Unknown,2023-04-28,,0
7669,TXN_3456748,Juice,2.0,3.0,6.0,Cash,In-store,2023-01-30,-88.0,1
4227,TXN_3458602,Cake,2.0,3.0,6.0,Cash,In-store,2023-11-18,292.0,0
8973,TXN_3459152,Cake,3.0,3.0,9.0,Digital Wallet,Unknown,2023-06-28,-143.0,1
4529,TXN_3459927,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-07-20,22.0,0
5247,TXN_3460926,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-03-25,-117.0,1
845,TXN_3461209,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-04-26,32.0,0
7812,TXN_3462602,Cake,3.0,3.0,9.0,Credit Card,In-store,2023-08-27,123.0,0
4477,TXN_3463281,Cake,5.0,3.0,15.0,Unknown,Takeaway,2023-10-06,40.0,0
7299,TXN_3463337,Juice,5.0,3.0,15.0,Credit Card,In-store,2023-09-20,-16.0,1
7746,TXN_3463568,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-04-12,-161.0,1
877,TXN_3463928,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-06-07,56.0,0
2925,TXN_3465980,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-07-08,31.0,0
3591,TXN_3466686,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-09-03,57.0,0
5725,TXN_3467985,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-12-10,98.0,0
671,TXN_3468006,Smoothie,3.0,4.0,12.0,Credit Card,Takeaway,2023-07-28,-135.0,1
626,TXN_3469469,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-10-25,89.0,0
980,TXN_3471223,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-10-08,-17.0,1
7221,TXN_3472433,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-10-29,21.0,0
5699,TXN_3472707,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-03-26,-217.0,1
5245,TXN_3474333,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-01-13,-72.0,1
3139,TXN_3475075,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-01-13,,0
2714,TXN_3475342,Juice,3.0,3.0,9.0,Unknown,In-store,2023-04-24,,0
2658,TXN_3477101,Cookie,4.0,1.0,4.0,Unknown,Takeaway,2023-05-02,8.0,0
718,TXN_3477767,Cookie,3.0,1.0,3.0,Digital Wallet,Unknown,2023-05-02,,0
2641,TXN_3477975,Sandwich,4.0,4.0,16.0,Unknown,Unknown,2023-02-26,,0
4714,TXN_3478169,Juice,2.0,3.0,6.0,Cash,In-store,2023-02-03,-23.0,1
5948,TXN_3478329,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-10-29,268.0,0
5214,TXN_3480278,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-12-26,58.0,0
5944,TXN_3480562,Coffee,5.0,2.0,10.0,Unknown,Unknown,2023-12-24,-2.0,1
624,TXN_3481470,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-12-24,0.0,0
2971,TXN_3482117,Sandwich,2.0,4.0,8.0,Unknown,Unknown,2023-07-18,-159.0,1
1407,TXN_3483570,Sandwich,2.0,4.0,8.0,Unknown,Takeaway,2023-03-21,-119.0,1
5171,TXN_3483911,Salad,1.0,5.0,5.0,Digital Wallet,Takeaway,2023-07-10,111.0,0
2108,TXN_3484190,Coffee,5.0,2.0,10.0,Digital Wallet,Unknown,2023-12-27,170.0,0
4965,TXN_3484276,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-06-14,-196.0,1
1324,TXN_3484520,Juice,3.0,3.0,9.0,Credit Card,Unknown,2023-08-15,62.0,0
8737,TXN_3485502,Juice,2.0,3.0,6.0,Unknown,Unknown,2023-12-25,132.0,0
2629,TXN_3485938,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-05-28,-211.0,1
3798,TXN_3486178,Cake,5.0,3.0,15.0,Cash,Unknown,2023-06-09,12.0,0
7401,TXN_3486548,Tea,1.0,1.5,1.5,Digital Wallet,Unknown,2023-07-08,29.0,0
5696,TXN_3487896,Coffee,5.0,2.0,10.0,Credit Card,Unknown,2023-01-09,-180.0,1
8397,TXN_3488082,Sandwich,1.0,4.0,4.0,Digital Wallet,In-store,2023-04-12,93.0,0
3260,TXN_3488590,Cookie,2.0,1.0,2.0,Credit Card,Takeaway,2023-12-28,260.0,0
1550,TXN_3488611,Tea,1.0,1.5,1.5,Cash,Unknown,2023-02-13,-318.0,1
5121,TXN_3489721,Coffee,3.0,2.0,6.0,Cash,Unknown,2023-09-27,226.0,0
918,TXN_3489940,Cookie,3.0,1.0,3.0,Credit Card,Unknown,2023-12-15,79.0,0
3299,TXN_3490516,Coffee,5.0,2.0,10.0,Unknown,Unknown,2023-04-28,-231.0,1
9699,TXN_3492393,Coffee,1.0,2.0,2.0,Unknown,In-store,2023-05-29,31.0,0
7113,TXN_3492861,Cookie,5.0,1.0,5.0,Cash,Unknown,2023-11-09,164.0,0
7830,TXN_3493771,Cake,2.0,3.0,6.0,Unknown,Unknown,2023-02-13,-269.0,1
2266,TXN_3493951,Smoothie,5.0,4.0,20.0,Cash,Takeaway,2023-08-20,188.0,0
3501,TXN_3494014,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-06-09,-72.0,1
5587,TXN_3494191,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-01-08,-152.0,1
168,TXN_3494565,Sandwich,2.0,4.0,8.0,Unknown,Unknown,2023-07-10,183.0,0
9789,TXN_3494652,Coffee,1.0,2.0,2.0,Unknown,Unknown,2023-05-23,-48.0,1
289,TXN_3495950,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-02-19,-93.0,1
9440,TXN_3497691,Smoothie,4.0,4.0,16.0,Credit Card,Unknown,2023-09-06,199.0,0
216,TXN_3499124,Sandwich,4.0,4.0,16.0,Credit Card,Unknown,2023-08-25,-12.0,1
2584,TXN_3499226,Juice,1.0,3.0,3.0,Credit Card,Takeaway,2023-09-08,14.0,0
3665,TXN_3499910,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-09-29,21.0,0
7196,TXN_3500571,Juice,3.0,3.0,9.0,Unknown,Takeaway,2023-05-03,-149.0,1
9087,TXN_3502394,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-09-02,122.0,0
815,TXN_3502743,Sandwich,5.0,4.0,20.0,Unknown,Unknown,2023-02-28,-186.0,1
7147,TXN_3504925,Smoothie,5.0,4.0,20.0,Cash,Unknown,2023-09-21,205.0,0
9753,TXN_3507013,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-01-16,-248.0,1
2279,TXN_3507334,Juice,4.0,3.0,12.0,Unknown,Unknown,2023-05-05,109.0,0
8408,TXN_3508619,Smoothie,4.0,4.0,16.0,Unknown,Unknown,2023-09-04,122.0,0
3059,TXN_3509437,Sandwich,4.0,4.0,16.0,Unknown,In-store,2023-12-06,93.0,0
7576,TXN_3509609,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-12-25,19.0,0
4776,TXN_3512545,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-08-08,-139.0,1
9358,TXN_3512665,Salad,5.0,5.0,25.0,Credit Card,Unknown,2023-10-16,69.0,0
3009,TXN_3514492,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-02-23,-235.0,1
8146,TXN_3514890,Smoothie,5.0,4.0,20.0,Unknown,In-store,2023-08-02,160.0,0
564,TXN_3515664,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-09-25,54.0,0
388,TXN_3515730,Cookie,1.0,1.0,1.0,Credit Card,Unknown,2023-08-14,-42.0,1
1096,TXN_3516263,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-09-23,40.0,0
7785,TXN_3516296,Sandwich,3.0,4.0,12.0,Unknown,In-store,2023-05-29,-117.0,1
4382,TXN_3518261,Sandwich,2.0,4.0,8.0,Digital Wallet,Unknown,2023-08-05,68.0,0
4068,TXN_3518789,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-12-01,118.0,0
866,TXN_3519066,Cake,1.0,3.0,3.0,Unknown,Takeaway,2023-11-08,-23.0,1
1916,TXN_3520908,Sandwich,3.0,4.0,12.0,Digital Wallet,Unknown,2023-08-01,-99.0,1
4956,TXN_3520910,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-05-06,-87.0,1
2502,TXN_3520982,Salad,5.0,5.0,25.0,Unknown,Unknown,2023-10-26,173.0,0
7947,TXN_3521791,Coffee,1.0,2.0,2.0,Unknown,Takeaway,2023-06-11,-137.0,1
20,TXN_3522028,Smoothie,5.0,4.0,20.0,Cash,In-store,2023-04-04,-68.0,1
9556,TXN_3522385,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-03-19,-16.0,1
8547,TXN_3522597,Tea,3.0,1.5,4.5,Digital Wallet,In-store,2023-02-04,-43.0,1
5611,TXN_3524464,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-08-31,208.0,0
5726,TXN_3526095,Sandwich,3.0,4.0,12.0,Cash,Takeaway,2023-08-30,-1.0,1
9781,TXN_3526255,Smoothie,4.0,4.0,16.0,Unknown,Takeaway,2023-06-23,-68.0,1
9976,TXN_3528020,Cookie,1.0,1.0,1.0,Unknown,Takeaway,2023-08-26,64.0,0
3454,TXN_3528599,Cookie,1.0,1.0,1.0,Unknown,Unknown,2023-12-09,105.0,0
5050,TXN_3528653,Cake,1.0,3.0,3.0,Unknown,Unknown,2023-02-26,-286.0,1
8275,TXN_3529354,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-09-06,192.0,0
9402,TXN_3530118,Cake,5.0,3.0,15.0,Digital Wallet,Unknown,2023-11-14,69.0,0
2998,TXN_3530720,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-10-18,-27.0,1
5364,TXN_3534536,Coffee,1.0,2.0,2.0,Credit Card,Unknown,2023-02-02,-258.0,1
9889,TXN_3534588,Salad,1.0,5.0,5.0,Cash,Unknown,2023-07-05,153.0,0
9050,TXN_3536893,Salad,2.0,5.0,10.0,Unknown,Unknown,2023-05-16,-50.0,1
3457,TXN_3539062,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-10-04,141.0,0
3848,TXN_3540841,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-03-22,-196.0,1
8920,TXN_3541304,Sandwich,3.0,4.0,12.0,Cash,In-store,2023-04-22,31.0,0
6093,TXN_3541337,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-09-01,132.0,0
1005,TXN_3542902,Smoothie,1.0,4.0,4.0,Unknown,In-store,2023-06-10,-83.0,1
7620,TXN_3543133,Tea,2.0,1.5,3.0,Unknown,Unknown,2023-04-08,-63.0,1
8406,TXN_3543930,Juice,2.0,3.0,6.0,Credit Card,Takeaway,2023-10-10,185.0,0
9355,TXN_3544380,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-09-13,-27.0,1
253,TXN_3544789,Tea,4.0,1.5,6.0,Unknown,In-store,2023-07-14,-61.0,1
3054,TXN_3544792,Sandwich,1.0,4.0,4.0,Digital Wallet,Unknown,2023-06-27,-17.0,1
3016,TXN_3546261,Tea,3.0,1.5,4.5,Unknown,Takeaway,2023-03-20,-99.0,1
9419,TXN_3546303,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-09-11,175.0,0
9960,TXN_3546629,Juice,5.0,3.0,15.0,Unknown,In-store,2023-03-04,-191.0,1
3938,TXN_3547013,Tea,3.0,1.5,4.5,Unknown,Unknown,2023-04-26,53.0,0
9306,TXN_3547569,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-08-04,100.0,0
875,TXN_3547825,Cookie,3.0,1.0,3.0,Unknown,Takeaway,2023-09-04,31.0,0
3925,TXN_3548756,Juice,3.0,3.0,9.0,Digital Wallet,Unknown,2023-02-24,-192.0,1
5654,TXN_3548788,Salad,4.0,5.0,20.0,Digital Wallet,Unknown,2023-02-22,-2.0,1
8130,TXN_3549667,Sandwich,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-01-29,-24.0,1
9291,TXN_3550177,Salad,5.0,5.0,25.0,Cash,Unknown,2023-09-13,227.0,0
4938,TXN_3551665,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-04-06,-160.0,1
7840,TXN_3554772,Tea,3.0,1.5,4.5,Credit Card,Unknown,2023-10-06,183.0,0
2152,TXN_3555821,Sandwich,3.0,4.0,12.0,Unknown,In-store,2023-07-12,-86.0,1
5487,TXN_3557583,Smoothie,5.0,4.0,20.0,Credit Card,Unknown,2023-07-26,14.0,0
2417,TXN_3558795,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-05-30,-57.0,1
487,TXN_3560062,Cookie,1.0,1.0,1.0,Cash,In-store,2023-03-20,-71.0,1
7352,TXN_3561149,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-05-20,61.0,0
8940,TXN_3561451,Salad,4.0,5.0,20.0,Credit Card,Unknown,2023-05-31,11.0,0
4896,TXN_3562332,Salad,5.0,5.0,25.0,Unknown,Unknown,2023-06-20,20.0,0
1328,TXN_3562350,Coffee,2.0,2.0,4.0,Unknown,Unknown,2023-02-04,-136.0,1
9727,TXN_3562418,Sandwich,2.0,4.0,8.0,Digital Wallet,Unknown,2023-08-13,190.0,0
5663,TXN_3564954,Smoothie,4.0,4.0,16.0,Cash,Unknown,2023-03-09,-157.0,1
21,TXN_3567645,Smoothie,4.0,4.0,16.0,Credit Card,Takeaway,2023-03-30,21.0,0
1249,TXN_3572190,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-03-05,-25.0,1
711,TXN_3574059,Cake,1.0,3.0,3.0,Unknown,Unknown,2023-01-18,-46.0,1
5202,TXN_3575713,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-02-18,31.0,0
6358,TXN_3577482,Juice,4.0,3.0,12.0,Digital Wallet,Unknown,2023-06-01,103.0,0
9628,TXN_3577683,Cookie,2.0,1.0,2.0,Digital Wallet,In-store,2023-09-17,108.0,0
3162,TXN_3577949,Cake,3.0,3.0,9.0,Unknown,Takeaway,2023-04-25,-145.0,1
56,TXN_3578141,Cake,5.0,3.0,15.0,Unknown,Takeaway,2023-06-27,63.0,0
2720,TXN_3578712,Tea,5.0,1.5,7.5,Credit Card,Unknown,2023-08-15,49.0,0
4999,TXN_3580048,Smoothie,5.0,4.0,20.0,Unknown,Unknown,2023-05-17,-90.0,1
441,TXN_3580786,Tea,1.0,1.5,1.5,Unknown,In-store,2023-03-28,-50.0,1
8100,TXN_3584252,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-12-19,266.0,0
6979,TXN_3585097,Coffee,3.0,2.0,6.0,Unknown,Takeaway,2023-05-31,-202.0,1
5149,TXN_3585464,Cookie,3.0,1.0,3.0,Unknown,Takeaway,2023-09-12,104.0,0
7208,TXN_3585602,Juice,2.0,3.0,6.0,Cash,In-store,2023-04-17,-148.0,1
4694,TXN_3586768,Coffee,2.0,2.0,4.0,Unknown,In-store,2023-05-23,36.0,0
5417,TXN_3586935,Salad,5.0,5.0,25.0,Cash,Unknown,2023-05-21,-2.0,1
4349,TXN_3587444,Juice,2.0,3.0,6.0,Credit Card,Unknown,2023-02-03,-107.0,1
9617,TXN_3587915,Salad,2.0,5.0,10.0,Digital Wallet,Takeaway,2023-06-24,141.0,0
9136,TXN_3587916,Salad,3.0,5.0,15.0,Cash,In-store,2023-07-09,15.0,0
2611,TXN_3589166,Tea,1.0,1.5,1.5,Unknown,Unknown,2023-02-02,-157.0,1
4165,TXN_3589218,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-06-21,139.0,0
1482,TXN_3593060,Smoothie,4.0,4.0,16.0,Cash,Unknown,2023-03-05,-108.0,1
6072,TXN_3594827,Juice,5.0,3.0,15.0,Digital Wallet,In-store,2023-03-09,4.0,0
